"A0002500","H0001700","H0002500","H0013700","H0014800","R0000100","R0000600","R0006500","R0006700","R0007900","R0008100","R0188000","R0214700","R0214800","R0217900","R0217910","R0223100","R0223500","R0402800","R0612100","R0828400","R1075700","R1451400","R1798600","R2160200","R2369100","R2500000","R2900000","R3100000","R3500000","R3700000","R4100300","R4500300","R5200300","R5800200","R6530300","R7090700","R7800600","T0001000","T1200800","T2260700","T3195700","T3966800","T3967300","T3977400","T3987600","T4112300","T4112500","T4113000"
445,-4,-4,-4,-4,7019,21,12,1,16,1,-3,3,2,5501,0,1,1,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7020,19,9,1,-2,0,11,3,2,2548,1,1,0,11,11,11,11,11,11,-5,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7021,19,8,-4,8,1,-4,3,2,-2,-3,1,1,11,11,11,11,-4,19,11,11,19,19,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7022,17,8,1,10,1,-4,3,2,12000,0,1,1,-4,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7023,16,8,-4,-2,1,-4,3,1,-2,-3,-4,1,-4,-4,-4,17,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7024,16,12,0,10,-4,-4,3,2,8000,0,0,-4,-4,11,11,11,-4,19,11,16,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,1,-4,7025,21,12,-4,12,-4,-4,1,1,25000,0,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,54800,40000,94800,0,12
445,-4,-4,-4,-4,7026,17,12,-4,12,-4,-4,3,1,8000,1,1,1,11,-4,11,11,11,11,11,11,19,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7027,16,12,-4,13,-4,-4,3,1,8000,1,-4,-4,-4,11,11,17,17,19,-5,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7028,15,12,-4,12,-4,-4,3,2,8000,1,-4,-4,-4,-4,3,17,-5,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7029,20,-3,-4,9,1,-4,3,1,5000,1,-4,1,-4,11,-4,-4,-4,16,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7030,15,12,-4,12,1,-4,3,2,7500,1,-4,1,-4,-4,11,-4,-4,11,11,11,19,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7031,14,12,-4,12,1,-4,3,2,7500,1,-4,1,-4,-4,-4,-4,-4,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7032,17,12,1,12,1,11,3,2,3500,0,1,1,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7033,17,9,-4,8,-4,-4,3,1,15737,0,-4,-4,-4,-4,-4,-4,-4,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7034,14,9,-4,8,-4,-4,3,2,15737,0,-4,-4,-4,-4,-4,11,-5,-5,11,11,19,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7035,20,12,-4,11,-4,-4,3,1,-2,-3,1,1,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7036,18,-2,-4,-2,-4,-4,3,2,-2,-3,1,1,11,-4,11,17,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7037,16,12,-4,10,-4,-4,3,1,-2,-3,-4,-4,-4,-4,11,-4,11,11,11,11,11,6,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7038,15,-2,-4,-2,-4,-4,3,2,-2,-3,-4,-4,-4,-4,11,17,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7039,16,12,-4,8,-4,-4,3,2,3040,1,-4,-4,-4,-4,-4,-4,11,11,11,11,19,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7040,17,12,-4,12,1,-4,3,2,9324,0,-4,1,-4,-4,-4,11,11,11,11,19,19,19,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7041,20,-3,1,-2,-4,11,3,1,14001,0,1,0,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7042,17,5,1,9,1,11,3,2,14001,0,1,1,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7043,19,12,1,12,1,11,3,1,3600,0,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7044,20,8,1,6,1,11,3,1,15000,0,1,1,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7045,21,12,1,11,1,11,3,2,29461,0,1,1,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,2,-4,-4,-4,7046,14,8,-4,0,-4,-4,1,2,35000,0,-4,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,55000,-4,55000,0,12
445,5,1,-4,-4,7047,20,0,1,-2,0,-4,1,1,43000,0,-5,-5,-5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5
445,-2,-4,-4,-4,7048,14,0,-4,5,-4,-4,1,2,13788,0,-4,-4,-4,-4,-4,-4,-4,19,19,19,19,19,19,19,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,35000,51000,86000,0,16
445,-4,-4,-4,-4,7049,17,12,-4,12,-4,-4,1,2,21000,0,1,1,11,11,11,17,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,7000,-4,7900,1,12
445,-4,-4,-4,-4,7050,16,12,-4,12,-4,-4,1,2,21000,0,-4,-4,-4,-4,-4,17,11,11,11,11,11,11,11,19,19,11,19,11,11,11,11,11,11,11,11,11,-4,-4,18000,-4,18000,0,12
445,-4,-4,-4,-4,7051,16,9,-4,4,1,-4,3,2,5400,0,-4,1,-4,11,11,11,-5,-5,-5,-5,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7052,15,9,-4,4,1,-4,3,2,5490,0,-4,1,-4,-4,-4,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7053,20,9,1,-3,-3,-3,3,2,-3,-3,1,1,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,3,-4,7054,20,3,-4,13,-4,-4,1,2,-3,-3,-4,-4,-4,11,11,17,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,17000,30000,47000,0,13
445,-4,-4,-4,-4,7055,16,12,-4,9,-4,-4,3,2,9000,0,-4,-4,-4,-4,-4,-4,17,11,11,11,11,11,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7056,14,12,-4,9,-4,-4,3,1,9000,0,-4,-4,-4,-4,-4,-4,2,1,2,2,19,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7057,21,9,1,9,0,11,3,1,1746,1,1,0,11,5,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7058,20,12,-4,10,-4,-4,3,2,12000,0,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7059,16,12,-4,10,-4,-4,3,1,12000,0,-4,-4,-4,11,11,-4,-4,18,19,11,19,19,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7060,19,15,-4,16,1,-4,3,1,-2,-3,-4,1,-4,-4,-4,17,-4,19,19,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7061,16,15,-4,16,1,-4,3,1,-2,-3,-4,1,-4,3,3,3,3,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7062,18,3,-4,2,-4,-4,3,1,9870,0,1,0,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7063,18,12,-4,12,-4,-4,3,1,-2,-3,1,1,11,11,11,11,11,11,11,11,19,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,3,-4,-4,7064,18,12,-4,-3,-4,-4,2,2,13000,0,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,11,11,-4,-4,0,-4,9564,1,12
445,-4,3,3,-4,7065,17,12,-4,12,-4,-4,2,2,13000,0,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,-4,-1,-4,-1,-3,14
445,1,-4,-4,1,7066,19,11,1,8,0,11,1,2,5364,1,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,0,-4,9888,1,12
445,5,1,-4,-4,7067,20,11,-4,6,0,-4,2,2,5240,0,-4,-4,-4,-4,-4,11,-4,19,19,19,19,19,19,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4,-4,-4,-4,7068,18,12,-4,12,-4,-4,2,1,-1,-3,1,1,11,11,-4,11,11,11,11,11,11,11,11,11,11,16,11,11,11,-5,-5,-5,11,11,11,11,-4,-4,0,-2,-2,-3,13
445,1,1,-4,-4,7069,17,10,-4,9,-4,-4,2,1,6000,1,-4,-4,-4,-4,-4,-4,-4,18,18,19,11,19,19,19,11,19,11,11,11,11,11,11,11,11,11,11,-4,-4,0,-4,-2,-3,14
445,1,1,-4,-4,7070,17,10,-4,9,-4,-4,2,1,6000,1,-4,-4,-4,11,11,11,2,11,11,12,11,11,19,19,11,19,11,11,11,11,11,11,11,11,11,11,-4,-4,32000,-4,33200,0,13
445,-2,-4,-4,-4,7071,14,10,-4,-3,-4,-4,2,1,6000,0,0,0,-4,-4,-4,11,11,11,11,-5,11,5,11,5,11,5,5,-5,5,5,11,6,11,11,11,-2,-4,-4,600,-4,1400,1,15
445,-4,-4,4,-4,7072,20,11,1,12,-4,-4,2,1,-2,-3,1,1,11,-4,11,11,11,11,11,19,11,11,11,11,11,11,11,11,11,11,19,11,11,11,11,11,-4,-4,0,-4,0,1,12
445,-4,-4,-4,-4,7073,15,12,-4,-2,0,-4,2,2,603,1,-4,1,-4,-4,-4,11,11,11,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,3500,-4,7485,1,13
445,-4,-4,6,-4,7074,21,11,-4,14,-4,-4,2,2,-2,-3,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,20000,-4,-2,-3,16
445,-4,-4,1,-4,7075,19,11,-4,14,-4,-4,2,2,-2,-3,-4,-4,-4,-4,-4,-4,-4,11,11,11,11,11,11,19,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,57000,60000,117000,0,16
445,-4,-4,1,-4,7076,18,11,-4,14,-4,-4,2,1,-2,-3,-4,-4,3,3,-4,-4,3,3,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,-4,0,-4,18840,0,16
445,-4,-4,-4,-4,7077,20,10,1,-4,-4,-4,2,2,-2,-3,1,1,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,65000,-4,65000,0,12
445,1,1,-4,-4,7078,15,-4,-4,-4,-4,-4,2,1,-2,-3,0,1,-4,-4,1,1,11,11,11,11,11,11,11,16,11,11,11,11,5,-5,-5,11,11,11,11,11,-4,-4,17000,0,28600,1,12
445,1,2,-4,-4,7079,14,-4,-4,-4,-4,-4,2,1,-2,-3,0,1,-4,-4,-4,1,1,1,2,1,11,11,12,11,11,11,11,11,16,-5,-5,11,11,11,11,11,-4,-4,24000,-4,-1,-3,12
445,1,-1,-4,-4,7080,17,-2,1,-2,0,-4,2,1,-2,-3,-4,0,16,-4,-4,17,-4,19,19,11,11,11,11,5,11,11,11,11,11,6,11,11,11,11,11,11,-4,-4,50000,-4,50000,0,14
445,-2,1,-4,-4,7081,15,-2,1,-3,-3,-4,2,2,-2,-3,1,0,-4,-4,-4,-4,-4,18,11,11,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,34000,40000,-2,-3,16
445,-4,-4,-4,6,7082,18,-2,1,-2,1,11,2,1,-3,-3,1,1,11,11,-4,11,17,11,11,11,11,11,11,11,11,11,11,11,11,11,19,11,11,11,11,11,-4,-4,52000,17500,71048,0,14
445,-4,4,-4,-4,7083,14,11,-4,12,-4,-4,2,1,19000,0,-4,-4,-4,-4,5,5,-4,19,11,11,11,19,11,-5,5,5,5,5,5,16,5,-5,11,11,11,11,-4,-4,3200,-4,3200,1,12
445,-4,-4,-4,-4,7084,21,11,-4,5,-4,-4,2,2,-2,-3,-4,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,35000,150000,187000,0,16
445,-4,-4,-4,-4,7085,19,11,-4,5,-4,-4,2,2,-2,-3,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,9000,-2,-2,-3,13
445,-4,-4,-4,-4,7086,18,11,-4,5,-4,-4,2,2,-2,-3,-4,-4,-4,-4,-4,-4,-4,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,53000,-2,-2,-3,16
445,-4,-4,-4,-4,7087,17,11,-4,5,-4,-4,2,1,-2,-3,-4,-4,-4,-4,-4,-4,-4,11,19,11,11,11,19,19,19,19,11,11,11,11,11,11,11,11,11,11,-4,-4,70000,-4,70000,0,12
445,-4,-4,-4,-4,7088,19,11,-4,9,1,14,2,2,-2,-3,-4,1,-4,-4,-4,11,17,11,-5,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,4,-4,7089,18,11,1,10,1,11,2,2,-2,-3,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,19,11,11,11,11,11,11,11,11,-4,-4,0,-4,7528,1,13
445,-4,-4,-4,-4,7090,17,13,-4,-3,-3,-4,2,1,-1,-3,1,0,-4,-4,-4,-4,-4,18,5,19,19,19,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7091,20,13,-4,13,1,-4,2,1,12000,0,1,1,11,11,-4,-4,-4,11,19,19,19,19,19,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,4,-4,-4,7092,18,12,-4,12,-4,1,2,2,-2,-3,-4,-4,3,3,3,-4,11,11,19,11,19,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,2200,-4,4600,1,20
445,3,1,-4,-4,7093,18,12,-4,4,-4,-4,2,1,-2,-3,-4,-4,-4,-4,-4,-4,-4,19,19,19,19,19,19,19,11,19,11,11,11,11,-5,11,11,11,11,11,-4,-4,0,-4,10680,1,14
445,-4,-4,-4,-4,7094,21,12,-4,12,1,-4,2,2,-2,-3,-4,1,-4,-4,-4,-4,17,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,0,-4,47924,0,12
445,4,5,-4,-4,7095,21,12,-4,12,-4,-4,2,2,-2,-3,1,1,11,-4,11,11,17,18,19,11,19,19,19,11,11,11,19,11,11,11,11,11,11,11,11,11,-4,-4,19000,-4,19000,0,12
445,-2,-4,-4,-4,7096,20,14,-4,12,1,-4,2,2,-2,-3,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,19,-4,-4,-2,-4,-2,-3,12
445,1,-4,-4,-4,7097,21,12,1,-2,1,11,2,2,118,1,-4,1,11,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,6,11,11,11,19,11,11,11,11,-4,-4,0,-4,19248,1,14
445,-4,-4,-4,-4,7098,20,2,1,10,0,11,3,2,800,1,1,0,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,6,-4,7099,20,18,-4,18,-4,1,2,1,38000,0,-4,-4,3,-4,11,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,165275,129000,497763,0,18
445,-4,-4,-4,-4,7100,17,18,-4,16,-4,-4,2,1,38000,0,-4,1,-4,3,3,3,17,19,19,19,19,11,11,19,19,19,19,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7101,20,12,1,12,1,11,2,1,14900,0,1,1,1,1,-4,11,11,11,11,19,11,11,11,11,11,11,11,16,11,11,11,11,11,11,11,11,-4,-4,32000,28500,60500,0,13
445,-4,-4,-4,-4,7102,17,12,-4,12,-4,-4,2,2,30000,0,-4,-4,3,3,3,3,11,11,11,19,19,19,11,11,11,11,19,11,11,11,11,11,11,11,11,11,-4,-4,52500,-4,52500,0,18
445,-4,-4,-4,-4,7103,20,13,-4,16,-4,1,2,1,42000,0,-4,-4,3,11,11,11,-5,-5,-5,-5,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,-1,-4,-1,-3,20
445,-4,-4,-4,-4,7104,14,13,-4,16,-4,-4,2,1,4000,1,-4,-4,-4,-4,-4,17,-4,19,19,19,19,19,11,11,19,19,11,11,11,11,11,11,11,11,11,11,-4,-4,170000,185000,497763,0,16
445,-4,-4,-4,-4,7105,18,16,-4,16,-4,1,2,2,34000,0,-4,-4,3,3,-4,17,-4,19,19,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7106,14,16,-4,15,-4,-4,2,2,34000,0,-4,-4,-4,-4,-4,17,11,19,11,11,-5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7107,17,12,-4,13,-4,-4,2,2,3000,1,-4,-4,3,3,3,11,-4,19,19,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,86000,-4,86100,0,16
445,-4,-4,-4,-4,7108,21,12,1,12,1,11,3,1,4756,0,1,1,11,11,11,11,11,-5,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7109,17,10,-4,16,1,-4,3,1,5995,1,-4,1,-4,-4,-4,-4,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7110,15,10,-4,16,1,-4,3,1,5995,1,-4,1,-4,-4,-4,-4,-4,19,19,11,19,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7111,14,10,-4,8,1,-4,3,2,-3,-3,-4,-4,-4,3,-4,11,17,19,18,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7112,14,12,-4,12,-4,-4,3,1,3290,1,-4,-4,-4,-4,2,1,-4,19,11,11,11,11,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3,-4,-4,-4,7113,17,8,1,12,-4,-4,2,1,3800,1,1,-4,5,-4,11,11,-4,5,6,5,11,-5,5,-5,11,11,11,11,5,11,5,11,11,5,11,11,-4,-4,1000,-4,3400,1,12
445,1,-4,-4,-4,7114,17,12,-4,12,1,-4,2,1,6500,0,-4,1,-4,-4,-4,11,17,1,1,1,2,-5,1,11,11,2,1,11,19,19,11,11,19,19,19,11,-4,-4,-2,-4,-2,-3,14
445,3,-4,-4,-4,7115,16,12,-4,12,1,-4,2,2,6500,0,-4,1,-4,-4,-4,17,17,19,19,11,11,11,11,11,11,11,11,19,11,11,11,11,19,19,11,11,-4,-4,9000,-4,-2,-3,13
445,-4,-4,-4,-4,7116,20,12,1,3,1,11,2,2,10004,0,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,80000,-4,80000,0,16
445,-4,-4,-4,-4,7117,17,12,-4,12,-4,-4,2,1,17000,0,1,1,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,7118,16,12,-4,12,-4,-4,2,2,17000,0,-4,-4,-4,-4,-4,11,3,19,11,11,11,-5,-5,-5,-5,-5,-5,6,-5,-5,-5,11,-5,19,11,11,-4,-4,0,30000,30000,0,14
445,3,-4,-4,-4,7119,14,18,-4,16,-4,-4,2,1,50000,0,-4,-4,-4,-4,-4,-4,-4,19,18,19,19,19,11,11,19,11,19,19,11,11,11,11,11,11,11,11,-4,-4,343830,0,-2,-3,20
445,3,-4,-4,-4,7120,19,18,1,18,1,11,2,2,-3,-3,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,3,-4,-4,7121,19,14,-4,20,-4,1,2,1,50000,0,-4,-4,3,-4,-4,17,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,99000,100000,199000,0,16
445,-4,-4,3,-4,7122,18,11,-4,11,-4,-4,2,1,4750,1,0,1,11,-4,-4,11,11,11,19,19,11,11,11,11,11,19,19,11,11,19,11,19,19,11,11,-5,-5,-5,-5,-5,-5,-5,-5
445,3,-4,-4,-4,7123,16,11,-4,11,-4,-4,2,2,4750,1,-4,-4,-4,-4,-4,-4,-4,19,19,-5,19,19,19,19,19,11,11,11,11,11,11,11,11,11,11,11,-4,-4,18730,-4,23530,0,13
445,-4,-4,-4,-4,7124,21,10,1,12,1,11,2,2,2952,1,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,9000,17000,58400,0,12
445,-4,2,1,-4,7125,21,12,0,12,1,11,2,1,6365,0,0,1,11,11,-4,-4,11,11,11,11,11,11,19,11,11,11,6,6,11,11,11,11,11,11,11,11,-4,-4,52000,-4,60268,0,12
445,-4,-2,1,-4,7126,20,12,0,8,1,11,2,2,-2,-3,0,1,11,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,52000,-4,52000,0,12
445,-4,-2,6,-4,7127,18,12,0,-2,-4,-4,2,2,27000,0,0,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,23400,-4,31994,0,12
445,-4,-2,6,-4,7128,17,12,0,11,-4,-4,2,2,27000,0,0,-4,-4,11,11,11,17,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,-4,30000,35000,65000,0,13
445,-4,-4,-4,-4,7129,16,12,0,11,-4,-4,2,1,27000,0,0,-4,-4,-4,1,2,1,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-2,-4,-4,-4,7130,19,6,-4,12,0,-4,2,2,-3,-3,-4,0,11,11,11,11,11,11,11,11,11,11,5,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,0,-4,5160,1,12
445,-4,-4,6,-4,7131,19,13,-4,12,-4,-4,2,1,18500,0,-4,-4,-4,-4,-4,17,17,19,18,19,19,19,11,19,19,19,19,19,19,11,11,11,11,11,-5,11,6,-4,34000,18000,52000,0,13
